Date,Price,Open,High,Low,Vol.,Change %
2/18/2021,269.39,269.56,271.95,266.03,15.25M,-1.53%
2/19/2021,261.56,269.86,270.27,260.15,25.62M,-2.91%
2/22/2021,260.33,257.95,263.07,257.53,17.43M,-0.47%
2/23/2021,265.86,259.5,267.46,254.96,21.92M,2.12%
2/24/2021,264.31,262.32,266.38,258.39,15.74M,-0.58%
2/25/2021,254.69,262.3,266.94,254.04,19.05M,-3.64%
2/26/2021,257.62,256.47,265.55,256.47,26.62M,1.15%
3/1/2021,264.91,260.82,266.65,257.9,22.16M,2.83%
3/2/2021,259,265.78,266.71,258.65,15.19M,-2.23%
3/3/2021,255.41,260.29,260.99,255.1,15.51M,-1.39%
3/4/2021,257.64,256.47,266.49,253.5,31.63M,0.87%
3/5/2021,264.28,260.67,265.45,255.61,26.82M,2.58%
3/8/2021,255.31,265.55,265.58,255.05,18.39M,-3.39%
3/9/2021,265.74,261.18,268.53,259.81,22.04M,4.09%
3/10/2021,264.9,268.64,268.97,262.87,14.21M,-0.32%
3/11/2021,273.88,268.11,277.9,267.82,21.83M,3.39%
3/12/2021,268.4,269.14,269.74,264.02,20.60M,-2.00%
3/15/2021,273.75,269.08,275.96,268.5,16.86M,1.99%
3/16/2021,279.28,276.08,282.14,274.8,22.44M,2.02%
3/17/2021,284.01,275.7,286.23,275.41,21.32M,1.69%
3/18/2021,278.62,279.87,285.19,278.28,18.75M,-1.90%
3/19/2021,290.11,281.22,292.8,281.19,38.93M,4.12%
3/22/2021,293.54,290.45,299.7,286.75,28.27M,1.18%
3/23/2021,290.63,293.15,298,289.81,23.00M,-0.99%
3/24/2021,282.14,291,291.72,281.16,18.68M,-2.92%
3/25/2021,278.74,280.98,288.06,277.75,24.51M,-1.21%
3/26/2021,283.02,278.3,284.5,277.77,17.63M,1.54%
3/29/2021,290.82,285.77,293.18,284.7,21.72M,2.76%
3/30/2021,288,289.83,292.47,286.7,17.47M,-0.97%
3/31/2021,294.53,289.99,296.5,288.61,19.50M,2.27%
4/1/2021,298.66,298.4,302.4,296.6,17.62M,1.40%
4/5/2021,308.91,300.89,310.76,300.68,28.24M,3.43%
4/6/2021,306.26,308.84,311.35,305.25,17.34M,-0.86%
4/7/2021,313.09,306.34,314.25,305.5,22.86M,2.23%
4/8/2021,313.02,314.85,315.88,310.05,20.89M,-0.02%
4/9/2021,312.46,311.4,314.74,310.33,15.99M,-0.18%
4/12/2021,311.54,311.05,312.15,307.93,10.88M,-0.29%
4/13/2021,309.76,312.21,314.43,309.32,14.04M,-0.57%
4/14/2021,302.82,307.3,308.03,301.95,17.42M,-2.24%
4/15/2021,307.82,306.34,310.14,304.1,14.56M,1.65%
4/16/2021,306.18,308.17,308.95,304.61,13.06M,-0.53%
4/19/2021,302.24,305.01,307.7,300.56,14.55M,-1.29%
4/20/2021,302.65,301.99,305.1,297.21,16.80M,0.14%
4/21/2021,301.47,301.94,301.98,297.39,14.86M,-0.39%
4/22/2021,296.52,301.33,302.92,296.04,16.38M,-1.64%
4/23/2021,301.13,298.76,302.59,297.15,17.56M,1.55%
4/26/2021,303.04,303.34,305.8,301.56,16.17M,0.63%
4/27/2021,303.57,304.28,305.34,301.11,15.31M,0.17%
4/28/2021,307.1,307.36,310.92,305.37,33.91M,1.16%
4/29/2021,329.51,330.12,331.81,321.61,56.53M,7.30%
4/30/2021,325.08,326.14,329.82,324.5,26.33M,-1.34%
5/3/2021,322.58,326.17,328.55,321.84,18.72M,-0.77%
5/4/2021,318.36,320.02,322.19,313.12,24.03M,-1.31%
5/5/2021,315.02,318.19,321.06,314.49,15.58M,-1.05%
5/6/2021,320.02,314.52,320.24,313.27,19.01M,1.59%
5/7/2021,319.08,322.38,322.94,318.75,15.92M,-0.29%
5/10/2021,305.97,314.35,314.58,304.83,24.24M,-4.11%
5/11/2021,306.53,300.75,306.84,299.69,18.92M,0.18%
5/12/2021,302.55,301.13,304.96,298.19,24.64M,-1.30%
5/13/2021,305.26,306.08,308.86,302.77,18.08M,0.90%
5/14/2021,315.94,309.54,316.85,309.08,19.25M,3.50%
5/17/2021,315.46,313.55,315.68,311.58,15.40M,-0.15%
5/18/2021,309.96,315.59,316.5,309.81,14.52M,-1.74%
5/19/2021,313.59,304.19,314.66,303.57,19.11M,1.17%
5/20/2021,318.61,313.58,319.25,313.16,17.32M,1.60%
5/21/2021,316.23,319.29,319.93,315.81,13.60M,-0.75%
5/24/2021,324.63,318.21,325.95,318.03,16.45M,2.66%
5/25/2021,327.79,327.08,329.18,324.8,16.44M,0.97%
5/26/2021,327.66,328.35,329.83,325.82,9.69M,-0.04%
5/27/2021,332.75,328,333.78,326.76,20.48M,1.55%
5/28/2021,328.73,331,332.87,328.33,12.04M,-1.21%
6/1/2021,329.13,330.15,331.42,326.64,11.77M,0.12%
6/2/2021,329.15,330.38,331.87,327.12,11.65M,0.01%
6/3/2021,326.04,325.78,327.38,323.48,12.61M,-0.94%
6/4/2021,330.35,325.9,332.45,325.18,13.29M,1.32%
6/7/2021,336.58,329.48,337.69,328.93,20.14M,1.89%
6/8/2021,333.68,336.7,338.3,332.24,14.58M,-0.86%
6/9/2021,330.25,335.74,336.8,330,13.73M,-1.03%
6/10/2021,332.46,330.79,333.94,328.55,13.24M,0.67%
6/11/2021,331.26,332.58,332.83,328.93,13.59M,-0.36%
6/14/2021,336.77,331.9,336.82,329.81,12.25M,1.66%
6/15/2021,336.75,336.99,339.92,335.03,15.80M,-0.01%
6/16/2021,331.08,336.69,337.55,328.72,17.23M,-1.68%
6/17/2021,336.51,330.49,337.98,330.15,17.79M,1.64%
6/18/2021,329.66,334.53,336.15,329,23.04M,-2.04%
6/21/2021,332.29,331.09,332.92,327.65,11.34M,0.80%
6/22/2021,339.03,332.69,339.92,332.6,15.35M,2.03%
6/23/2021,340.59,339.35,343.42,338.2,14.82M,0.46%
6/24/2021,343.18,341.85,344.9,341.79,12.33M,0.76%
6/25/2021,341.37,342.59,344.12,339.68,14.59M,-0.53%
6/28/2021,355.64,342.46,358.14,341.77,29.16M,4.18%
6/29/2021,351.89,356.27,356.74,349.05,21.42M,-1.05%
6/30/2021,347.71,352.17,352.92,347.17,15.11M,-1.19%
7/1/2021,354.39,346.82,354.67,346.5,17.14M,1.92%
7/2/2021,354.7,355.1,356.44,352.62,11.52M,0.09%
7/6/2021,352.78,356.5,358.79,349.18,13.49M,-0.54%
7/7/2021,350.49,355.26,356.49,350,14.22M,-0.65%
7/8/2021,345.65,345.73,348.33,342.56,14.41M,-1.38%
7/9/2021,350.42,345.32,350.71,345.26,13.02M,1.38%
7/12/2021,353.16,351.23,354.19,349.64,10.02M,0.78%
7/13/2021,352.09,351.5,358.49,348.8,11.46M,-0.30%
7/14/2021,347.63,354.56,355.2,346.73,13.89M,-1.27%
7/15/2021,344.46,349.23,349.23,340.22,14.78M,-0.91%
7/16/2021,341.16,344.91,345.99,340.14,11.03M,-0.96%
7/19/2021,336.95,337.57,339.79,334.54,14.37M,-1.23%
7/20/2021,341.66,338.8,343.45,334.5,11.02M,1.40%
7/21/2021,346.23,341.5,346.52,341.25,9.28M,1.34%
7/22/2021,351.19,346.68,351.54,345.21,12.39M,1.43%
7/23/2021,369.79,360.91,375.33,357.19,33.69M,5.30%
7/26/2021,372.46,369.58,374.44,368.22,14.93M,0.72%
7/27/2021,367.81,371.91,373.15,364.55,15.71M,-1.25%
7/28/2021,373.28,374.56,377.55,366.93,29.68M,1.49%
7/29/2021,358.32,361,365.52,356.74,33.41M,-4.01%
7/30/2021,356.3,354,360.73,352.94,15.98M,-0.56%
8/2/2021,351.95,358.1,359.4,350.74,13.18M,-1.22%
8/3/2021,351.24,352.73,353.77,347.7,12.41M,-0.20%
8/4/2021,358.92,352.42,360.48,351.51,14.18M,2.19%
8/5/2021,362.97,359.64,363.9,356.9,10.25M,1.13%
8/6/2021,363.51,361.4,365.15,361.39,8.93M,0.15%
8/9/2021,361.61,363.76,365.77,360.75,7.80M,-0.52%
8/10/2021,361.13,361.82,364.1,359.04,7.47M,-0.13%
8/11/2021,359.96,362.1,362.36,357.81,8.40M,-0.32%
8/12/2021,362.65,358.45,363,357.11,7.18M,0.75%
8/13/2021,363.18,362.97,364.66,361.48,7.20M,0.15%
8/16/2021,366.56,362.52,366.95,357.38,11.23M,0.93%
8/17/2021,358.45,362.98,364.67,355.07,12.33M,-2.21%
8/18/2021,355.45,356.25,359.86,355.15,10.04M,-0.84%
8/19/2021,355.12,351.35,357.57,351,12.00M,-0.09%
8/20/2021,359.37,354.6,359.99,353.31,8.70M,1.20%
8/23/2021,363.35,359.44,365.69,359.1,10.94M,1.11%
8/24/2021,365.51,363.66,367.96,361.84,9.24M,0.59%
8/25/2021,368.39,365.6,370.86,365.4,9.68M,0.79%
8/26/2021,364.38,368.38,369.44,364.13,7.89M,-1.09%
8/27/2021,372.63,365.1,373.74,364.08,11.22M,2.26%
8/30/2021,380.66,372.56,381.49,370.52,13.55M,2.15%
8/31/2021,379.38,379.95,382.76,378.8,12.35M,-0.34%
9/1/2021,382.05,379.59,384.33,378.81,11.57M,0.70%
9/2/2021,375.28,381.5,381.75,374.06,14.84M,-1.77%
9/3/2021,376.26,374.75,377.16,373.11,7.51M,0.26%
9/7/2021,382.18,375.88,382.96,373.15,10.80M,1.57%
9/8/2021,377.57,380.16,380.87,374.79,11.07M,-1.21%
9/9/2021,378,377.64,379.83,376.56,9.10M,0.11%
9/10/2021,378.69,381.36,383.79,378.26,11.55M,0.18%
9/13/2021,376.51,381.68,381.75,374.35,13.03M,-0.58%
9/14/2021,376.53,377.4,378.59,375.11,8.71M,0.01%
9/15/2021,373.92,377,377.56,367.67,17.94M,-0.69%
9/16/2021,373.06,372.79,373.56,369.71,11.93M,-0.23%
9/17/2021,364.72,371.4,371.41,361.59,26.30M,-2.24%
9/20/2021,355.7,359.3,361.03,349.8,19.82M,-2.47%
9/21/2021,357.48,358.5,360.04,355.19,11.75M,0.50%
9/22/2021,343.21,347.23,349.84,340.69,43.69M,-3.99%
9/23/2021,345.96,345.36,349.67,343,21.81M,0.80%
9/24/2021,352.96,343.24,354.35,342.37,18.80M,2.02%
9/27/2021,353.58,349.81,355.15,347.08,15.21M,0.18%
9/28/2021,340.65,347.97,349.6,338.92,21.71M,-3.66%
9/29/2021,339.61,343.15,345.23,338.88,14.45M,-0.31%
9/30/2021,339.39,340.44,342.8,338.15,16.55M,-0.06%
