Date,Price,Open,High,Low,Vol.,Change %
10/1/2021,343.01,341.61,345.02,338.64,14.91M,1.07%
10/4/2021,326.23,335.53,335.94,322.7,42.88M,-4.89%
10/5/2021,332.96,328.58,335.18,326.16,35.38M,2.06%
10/6/2021,333.64,329.74,334.38,325.8,26.44M,0.20%
10/7/2021,329.22,337,338.84,328.98,28.31M,-1.32%
10/8/2021,330.05,331.51,333.4,328.71,15.95M,0.25%
10/11/2021,325.45,327.62,330.46,325.31,14.71M,-1.39%
10/12/2021,323.77,323.03,324.38,317.37,31.66M,-0.52%
10/13/2021,324.54,326.97,327,322.66,14.76M,0.24%
10/14/2021,328.53,328.36,330.52,327.1,14.30M,1.23%
10/15/2021,324.76,328.68,329.07,322.51,21.60M,-1.15%
10/18/2021,335.34,328.95,335.89,327.5,21.59M,3.26%
10/19/2021,339.99,339.64,342.46,337.28,18.79M,1.39%
10/20/2021,340.78,343.44,343.98,339.45,13.64M,0.23%
10/21/2021,341.88,340.27,342.31,337.8,16.35M,0.32%
10/22/2021,324.61,326.35,329.63,321.11,35.22M,-5.05%
10/25/2021,328.69,320.3,329.56,319.72,38.41M,1.26%
10/26/2021,315.81,328.26,330.21,309.6,65.65M,-3.92%
10/27/2021,312.22,314.19,319.25,312.06,29.97M,-1.14%
10/28/2021,316.92,312.99,325.52,308.11,50.81M,1.51%
10/29/2021,323.57,320.19,326,319.6,37.06M,2.10%
11/1/2021,329.98,326.04,333.45,326,31.52M,1.98%
11/2/2021,328.08,331.38,334.79,323.8,28.35M,-0.58%
11/3/2021,331.62,327.49,332.15,323.2,20.79M,1.08%
11/4/2021,335.85,334.01,337.27,332.65,22.50M,1.28%
11/5/2021,341.13,340.31,346.79,339.64,26.87M,1.57%
11/8/2021,338.62,344.42,344.79,338.34,18.34M,-0.74%
11/9/2021,335.37,340,341.31,334.47,17.56M,-0.96%
11/10/2021,327.64,332.49,333.19,325.51,21.87M,-2.30%
11/11/2021,327.74,329.82,332.46,327,12.38M,0.03%
11/12/2021,340.89,330.18,341.86,329.78,25.41M,4.01%
11/15/2021,347.56,344.34,353.65,343.2,25.08M,1.96%
11/16/2021,342.96,343.83,346.65,340.87,18.18M,-1.32%
11/17/2021,340.77,344.24,347.3,340.1,13.60M,-0.64%
11/18/2021,338.69,339.72,342.46,335.3,17.49M,-0.61%
11/19/2021,345.3,342.2,352.1,339.9,26.49M,1.95%
11/22/2021,341.01,349.05,353.83,340.51,27.12M,-1.24%
11/23/2021,337.25,338.93,341.4,333.5,17.22M,-1.10%
11/24/2021,341.06,336,341.78,332.81,13.57M,1.13%
11/26/2021,333.12,335.8,337.75,331.9,14.75M,-2.33%
11/29/2021,338.03,336.89,340.67,335.31,16.65M,1.47%
11/30/2021,324.46,335,335.81,323.43,25.39M,-4.01%
12/1/2021,310.6,330.29,330.5,310.29,30.38M,-4.27%
12/2/2021,310.39,311.4,314.6,307.2,24.40M,-0.07%
12/3/2021,306.84,313.73,313.75,299.5,27.47M,-1.14%
12/6/2021,317.87,308.13,320.1,306.34,21.76M,3.59%
12/7/2021,322.81,321.57,326.54,321,18.79M,1.55%
12/8/2021,330.56,325,332.75,323.07,19.94M,2.40%
12/9/2021,329.82,329.54,336.13,328,16.88M,-0.22%
12/10/2021,329.75,332.56,335.03,326.37,14.53M,-0.02%
12/13/2021,334.49,330.95,341.09,329.59,22.95M,1.44%
12/14/2021,333.74,328.05,335.7,327.65,20.46M,-0.22%
12/15/2021,341.66,332.49,342.11,323.98,24.68M,2.37%
12/16/2021,334.9,338.98,344.46,333.74,22.64M,-1.98%
12/17/2021,333.79,332.8,337.11,330.75,40.01M,-0.33%
12/20/2021,325.45,329.77,329.9,322.53,17.90M,-2.50%
12/21/2021,334.2,326.41,336,323.75,16.12M,2.69%
12/22/2021,330.45,333.8,334.51,328.26,16.76M,-1.12%
12/23/2021,335.24,330.1,336.67,328.36,13.99M,1.45%
12/27/2021,346.18,338.85,347.87,338.01,17.80M,3.26%
12/28/2021,346.22,346.63,352.71,345.2,16.64M,0.01%
12/29/2021,342.94,346.91,349.69,341.64,10.75M,-0.95%
12/30/2021,344.36,344,347.23,343.22,10.59M,0.41%
12/31/2021,336.35,343.01,343.44,336.27,12.87M,-2.33%
1/3/2022,338.54,338.3,341.08,337.19,14.56M,0.65%
1/4/2022,336.53,339.95,343.09,331.87,16.00M,-0.59%
1/5/2022,324.17,333.02,335.76,323.84,20.56M,-3.67%
1/6/2022,332.46,322.82,339.17,322.72,27.96M,2.56%
1/7/2022,331.79,332.74,337,328.88,14.72M,-0.20%
1/10/2022,328.07,325.31,328.34,315.43,24.94M,-1.12%
1/11/2022,334.37,326.78,334.63,325.28,16.23M,1.92%
1/12/2022,333.26,335.18,336.37,330.03,14.10M,-0.33%
1/13/2022,326.48,334.98,335.63,325.76,14.80M,-2.03%
1/14/2022,331.9,321.79,332.73,321.21,16.87M,1.66%
1/18/2022,318.15,323.29,324.21,317.64,22.68M,-4.14%
1/19/2022,319.59,319.58,327.1,319.33,20.81M,0.45%
1/20/2022,316.56,323.9,327.82,315.98,16.93M,-0.95%
1/21/2022,303.17,314.81,318.31,303.04,28.71M,-4.23%
1/24/2022,308.71,297.84,309.53,289.01,38.94M,1.83%
1/25/2022,300.15,299.95,306.23,297.58,25.11M,-2.77%
1/26/2022,294.63,307.01,307.51,290.85,28.35M,-1.84%
1/27/2022,294.64,297.75,301.71,294.26,21.63M,0.00%
1/28/2022,301.71,295.62,301.9,293.03,21.87M,2.40%
1/31/2022,313.26,300.68,313.79,299.32,21.58M,3.83%
2/1/2022,319,314.56,319.66,312.12,18.02M,1.83%
2/2/2022,323,327.82,328,316.87,58.46M,1.25%
2/3/2022,237.76,244.65,248,235.75,188.12M,-26.39%
2/4/2022,237.09,234.97,242.61,230.11,89.34M,-0.28%
2/7/2022,224.91,237.7,238.3,224.01,88.61M,-5.14%
2/8/2022,220.18,220.85,225.77,216.15,94.73M,-2.10%
2/9/2022,232,224.2,233.37,222.21,86.56M,5.37%
2/10/2022,228.07,228.27,235,226.7,49.31M,-1.69%
2/11/2022,219.55,228.46,230.42,218.77,46.16M,-3.74%
2/14/2022,217.7,219.31,221,214.78,38.18M,-0.84%
2/15/2022,221,220.47,221.15,215.06,42.69M,1.52%
2/16/2022,216.54,212.41,217.46,212.36,45.82M,-2.02%
2/17/2022,207.71,214.02,217.5,207.16,38.75M,-4.08%
2/18/2022,206.16,209.39,210.75,205.18,37.13M,-0.75%
2/22/2022,202.08,202.34,207.48,200.06,39.85M,-1.98%
2/23/2022,198.45,204.16,206.94,198.05,44.48M,-1.80%
2/24/2022,207.6,191.06,208.35,190.22,49.96M,4.61%
2/25/2022,210.48,204.94,211.32,203.18,37.63M,1.39%
2/28/2022,211.03,207.68,213.15,206.83,34.24M,0.26%
3/1/2022,203.49,209.87,211.75,202.22,27.09M,-3.57%
3/2/2022,208.11,204.78,209.15,202.02,29.45M,2.27%
3/3/2022,202.97,209.01,209.08,201.42,27.26M,-2.47%
3/4/2022,200.06,202.37,205.89,198.79,32.15M,-1.43%
3/7/2022,187.47,200.79,200.89,187.28,38.56M,-6.29%
3/8/2022,190.29,187.85,196.7,186.11,37.51M,1.50%
3/9/2022,198.5,195.74,199.1,193.92,31.89M,4.31%
3/10/2022,195.21,194.84,196.28,191.07,24.85M,-1.66%
3/11/2022,187.61,192.63,193.56,186.67,34.69M,-3.89%
3/14/2022,186.63,187.03,192.29,185.82,31.01M,-0.52%
3/15/2022,192.03,190.8,192.28,185.91,31.72M,2.89%
3/16/2022,203.63,194.7,203.73,194.52,40.64M,6.04%
3/17/2022,207.84,201.7,208.04,201.11,29.50M,2.07%
3/18/2022,216.49,206.7,216.8,206,52.13M,4.16%
3/21/2022,211.49,214.5,214.71,207.63,30.14M,-2.31%
3/22/2022,216.65,211.37,219.46,210.18,32.00M,2.44%
3/23/2022,213.46,213.33,216.8,212.16,23.72M,-1.47%
3/24/2022,219.57,215,220.67,214.79,31.50M,2.86%
3/25/2022,221.82,220.51,225.5,218.89,40.04M,1.02%
3/28/2022,223.59,222.13,224.04,219.54,26.22M,0.80%
3/29/2022,229.86,226.07,230.89,225.29,31.42M,2.80%
3/30/2022,227.85,228.91,231.15,226.71,25.59M,-0.87%
3/31/2022,222.36,228.45,228.49,222.26,24.19M,-2.41%
4/1/2022,224.85,224.55,227.28,222.7,19.54M,1.12%
4/4/2022,233.89,225.98,234.35,225.86,28.10M,4.02%
4/5/2022,231.84,234.08,236.86,231.02,29.73M,-0.88%
4/6/2022,223.3,226.91,228.99,221.41,29.00M,-3.68%
4/7/2022,222.95,223.93,225.52,218.56,21.04M,-0.16%
4/8/2022,222.33,222.38,225.13,220.03,18.38M,-0.28%
4/11/2022,216.46,218.42,220.61,215.22,20.52M,-2.64%
4/12/2022,214.14,220.24,222.03,213.13,20.13M,-1.07%
4/13/2022,214.99,211.82,216.61,211.33,19.23M,0.40%
4/14/2022,210.18,214.89,214.99,210,18.38M,-2.24%
4/18/2022,210.77,210,213.38,208.3,16.58M,0.28%
4/19/2022,217.31,210.52,218.43,209,20.09M,3.10%
4/20/2022,200.42,213.6,214.16,198.92,43.04M,-7.77%
4/21/2022,188.07,201.6,202.97,185.58,49.95M,-6.16%
4/22/2022,184.11,190.37,192.72,183.27,36.43M,-2.11%
4/25/2022,186.99,182.73,187.18,181.66,29.28M,1.56%
4/26/2022,180.95,186.63,187.19,179.5,31.75M,-3.23%
4/27/2022,174.95,174.43,181.21,169,71.06M,-3.32%
4/28/2022,205.73,202.92,208.53,192.9,100.89M,17.59%
4/29/2022,200.47,204.46,212.48,199.9,49.19M,-2.56%
5/2/2022,211.13,201.16,211.88,200.99,49.92M,5.32%
5/3/2022,212.03,210.45,214.9,208.09,41.56M,0.43%
5/4/2022,223.41,210.65,224.3,206.96,41.38M,5.37%
5/5/2022,208.28,218.74,220.17,206.16,41.13M,-6.77%
5/6/2022,203.77,207.34,209.38,201.02,34.75M,-2.17%
5/9/2022,196.21,199.84,202.57,195.58,36.30M,-3.71%
5/10/2022,197.65,199.51,202.96,194.19,34.45M,0.73%
5/11/2022,188.74,196.32,200.67,188.27,31.15M,-4.51%
5/12/2022,191.24,187.06,198.05,184.78,38.26M,1.32%
5/13/2022,198.62,192.58,199.89,191.28,24.55M,3.86%
5/16/2022,200.04,197.05,205.37,195.93,27.11M,0.71%
5/17/2022,202.62,202.12,205.46,198.36,24.87M,1.29%
5/18/2022,192.24,200,201,191.63,23.81M,-5.12%
5/19/2022,191.29,191.2,195.29,189.6,24.45M,-0.49%
5/20/2022,193.54,194.97,197.91,187.87,31.47M,1.18%
5/23/2022,196.23,195.19,196.99,191.24,22.76M,1.39%
5/24/2022,181.28,180.55,183.68,176.11,50.24M,-7.62%
5/25/2022,183.83,180.4,185.45,179.32,27.56M,1.41%
5/26/2022,191.63,182.88,192.83,182.26,23.06M,4.24%
5/27/2022,195.13,191.36,195.33,189.8,22.56M,1.83%
5/31/2022,193.64,194.88,197.6,192.01,25.92M,-0.76%
6/1/2022,188.64,196.51,199.53,185,36.62M,-2.58%
6/2/2022,198.86,188.45,200.93,187.73,31.95M,5.42%
6/3/2022,190.78,195.98,196.61,189.78,19.46M,-4.06%
6/6/2022,194.25,193.99,196.92,188.4,30.57M,1.82%
6/7/2022,195.65,191.93,196.53,191.49,18.83M,0.72%
6/8/2022,196.64,194.67,202.03,194.41,22.27M,0.51%
6/9/2022,184,194.28,199.45,183.68,23.50M,-6.43%
6/10/2022,175.57,183.04,183.1,175.02,27.48M,-4.58%
6/13/2022,164.26,170.59,172.57,164.03,31.75M,-6.44%
6/14/2022,163.73,166.03,166.75,161.36,27.24M,-0.32%
6/15/2022,169.35,167.2,172.16,163.98,30.01M,3.43%
6/16/2022,160.87,163.72,165.08,159.61,26.94M,-5.01%
6/17/2022,163.74,161.68,165.9,159.9,31.37M,1.78%
6/21/2022,157.05,165.93,167.76,155.97,50.72M,-4.09%
6/22/2022,155.85,158.38,160.79,155.44,47.60M,-0.76%
6/23/2022,158.75,156.27,159.75,154.25,40.50M,1.86%
6/24/2022,170.16,161.73,170.25,161.3,68.74M,7.19%
6/27/2022,169.49,171.32,171.75,168.01,29.17M,-0.39%
6/28/2022,160.68,169.9,171.3,160.61,27.79M,-5.20%
6/29/2022,163.94,163.57,166.33,160.32,28.60M,2.03%
6/30/2022,161.25,162.15,165.23,158.49,35.25M,-1.64%
7/1/2022,160.03,160.31,160.62,155,31.42M,-0.76%
7/5/2022,168.19,158.14,168.25,157.02,28.66M,5.10%
7/6/2022,169.77,168.2,171.59,165.46,23.09M,0.94%
7/7/2022,172.19,169.45,172.72,167.78,24.08M,1.43%
7/8/2022,170.88,169.98,172.4,168.15,19.25M,-0.76%
7/11/2022,162.88,167.07,167.49,161.91,21.91M,-4.68%
7/12/2022,163.27,164.8,165.91,162.1,16.64M,0.24%
7/13/2022,163.49,160.16,164.98,159.61,16.56M,0.13%
7/14/2022,158.05,161.22,162.59,157.28,23.77M,-3.33%
7/15/2022,164.7,160.54,164.98,159.82,23.34M,4.21%
7/18/2022,167.23,166.75,171.68,165.64,23.57M,1.54%
7/19/2022,175.78,170.37,176.49,169.51,25.93M,5.11%
7/20/2022,183.09,177.49,183.6,176.7,24.78M,4.16%
7/21/2022,183.17,180.63,183.85,178.87,27.20M,0.04%
7/22/2022,169.27,173.07,175.6,168.41,42.58M,-7.59%
7/25/2022,166.65,169,170.57,164.8,26.17M,-1.55%
7/26/2022,159.15,165.94,166,157.95,28.47M,-4.50%
7/27/2022,169.58,162.59,170.87,162.02,43.85M,6.55%
7/28/2022,160.72,161.06,161.51,154.85,73.21M,-5.22%
7/29/2022,159.1,157.69,160.14,155.17,42.07M,-1.01%
