Date,Price,Open,High,Low,Vol.,Change %
3/3/2021,101.34,103.36,104.43,100.5,29.68M,-2.36%
3/4/2021,102.45,101.17,104.46,101.01,42.36M,1.10%
3/5/2021,105.43,103.66,105.91,102.32,43.90M,2.91%
3/8/2021,101.21,105.06,106.44,101.08,32.95M,-4.00%
3/9/2021,102.64,103.5,103.9,102.39,33.95M,1.41%
3/10/2021,102.75,103.59,103.75,101.67,25.37M,0.11%
3/11/2021,105.74,103.7,106.28,103.62,24.78M,2.91%
3/12/2021,103.1,104.25,104.51,102.38,34.52M,-2.50%
3/15/2021,103.32,103.11,103.35,102.18,25.97M,0.21%
3/16/2021,104.63,103.95,106.18,103.5,29.83M,1.27%
3/17/2021,104.55,103.8,105.49,102.7,25.98M,-0.08%
3/18/2021,101.81,103.05,103.78,101.68,27.25M,-2.62%
3/19/2021,102.16,102.1,102.66,100.88,46.30M,0.34%
3/22/2021,101.93,102.09,102.9,101.3,39.10M,-0.23%
3/23/2021,102.65,102.58,103.62,101.96,27.34M,0.71%
3/24/2021,102.25,103.27,103.91,102.08,23.08M,-0.39%
3/25/2021,102.22,102.24,102.94,100.54,28.38M,-0.03%
3/26/2021,101.78,101.94,102.55,100.7,29.88M,-0.43%
3/29/2021,102.8,101.39,102.92,100.78,24.60M,1.00%
3/30/2021,102.78,102.88,103.54,102.2,20.74M,-0.02%
3/31/2021,103.43,102.96,104.67,102.84,29.20M,0.63%
4/1/2021,106.89,104.9,107.15,104.84,33.98M,3.35%
4/5/2021,111.28,107.65,111.87,107.58,43.30M,4.11%
4/6/2021,111.24,111.12,111.88,110.74,27.06M,-0.04%
4/7/2021,112.48,111.31,112.75,111.27,25.80M,1.11%
4/8/2021,113.27,113.9,114.2,112.88,27.17M,0.70%
4/9/2021,114.29,112.83,114.45,112.69,20.89M,0.90%
4/12/2021,112.74,113.31,113.77,111.92,31.32M,-1.36%
4/13/2021,113.36,113.07,113.86,112.8,23.32M,0.55%
4/14/2021,112.74,113.76,113.9,112.46,20.22M,-0.55%
4/15/2021,114.83,113.85,115.33,113.3,27.47M,1.85%
4/16/2021,114.89,115.15,115.32,114.22,22.60M,0.05%
4/19/2021,115.12,114.6,115.92,114.39,24.69M,0.20%
4/20/2021,114.68,115.39,115.48,113.59,21.77M,-0.38%
4/21/2021,114.66,114.26,114.77,112.93,23.93M,-0.02%
4/22/2021,113.4,114.66,115.19,112.82,21.10M,-1.10%
4/23/2021,115.77,114.17,116.29,113.91,28.70M,2.09%
4/26/2021,116.34,116,117.06,115.69,20.83M,0.49%
4/27/2021,115.36,116.8,116.87,115.21,31.97M,-0.84%
4/28/2021,119,120.36,122.62,118.74,59.73M,3.16%
4/29/2021,121.49,120.52,121.83,120.11,39.55M,2.09%
4/30/2021,120.51,120.22,121.36,120.11,39.14M,-0.81%
5/3/2021,119.76,120.14,120.98,119.22,33.79M,-0.62%
5/4/2021,117.71,118.49,118.96,115.58,35.12M,-1.71%
5/5/2021,117.84,118.42,119.11,117.57,21.81M,0.11%
5/6/2021,119.07,117.53,119.14,117.12,20.62M,1.04%
5/7/2021,119.93,120,120.82,119.5,23.28M,0.72%
5/10/2021,117.08,118.74,118.9,116.74,26.01M,-2.38%
5/11/2021,115.44,114.59,116.1,114.15,32.11M,-1.40%
5/12/2021,111.95,113.09,114.27,111.5,34.93M,-3.02%
5/13/2021,113.1,113.05,113.83,112.14,26.67M,1.03%
5/14/2021,115.81,114.59,116.06,114.17,26.62M,2.40%
5/17/2021,116.07,115.47,116.17,114.75,19.85M,0.22%
5/18/2021,115.17,116.85,117.16,115.16,17.30M,-0.78%
5/19/2021,115.44,113.22,115.84,113.18,19.35M,0.23%
5/20/2021,117.8,116.4,118.02,116.05,23.83M,2.04%
5/21/2021,117.25,118.3,118.45,117.12,22.83M,-0.47%
5/24/2021,120.33,118.35,120.92,118.01,21.24M,2.63%
5/25/2021,120.45,121,121.64,120.15,18.84M,0.10%
5/26/2021,121.68,120.64,122.15,120.63,21.86M,1.02%
5/27/2021,120.13,121.85,122,120.1,38.96M,-1.27%
5/28/2021,120.58,121.1,121.41,120.38,24.11M,0.37%
6/1/2021,121.49,121.1,121.9,120.24,19.17M,0.75%
6/2/2021,121.06,121.77,122.1,120.21,17.16M,-0.35%
6/3/2021,120.23,119.75,120.49,119.14,18.35M,-0.69%
6/4/2021,122.59,121.13,122.69,120.89,25.95M,1.96%
6/7/2021,123.3,122.57,123.4,122.05,23.85M,0.58%
6/8/2021,124.14,124,124.72,123.41,25.07M,0.68%
6/9/2021,124.57,124.97,125.25,124.37,20.13M,0.35%
6/10/2021,126.08,124.7,126.16,124.7,31.23M,1.21%
6/11/2021,125.7,126.25,126.35,124.91,25.25M,-0.30%
6/14/2021,126.35,125.67,126.41,125.05,22.55M,0.52%
6/15/2021,126.03,126.52,126.86,125.65,22.18M,-0.25%
6/16/2021,125.7,126.25,126.52,124.15,26.32M,-0.26%
6/17/2021,126.37,125.52,127.2,125.52,25.76M,0.53%
6/18/2021,125.57,125.71,126.39,124.6,53.31M,-0.63%
6/21/2021,126.45,125.74,127.04,125.13,26.26M,0.70%
6/22/2021,127,126.45,127.27,126.03,20.99M,0.43%
6/23/2021,126.46,126.55,127.8,126.25,19.69M,-0.43%
6/24/2021,127.28,127.05,127.54,126.96,18.93M,0.65%
6/25/2021,127,126.96,127.5,126.44,33.49M,-0.22%
6/28/2021,126.82,127,127.34,125.97,28.11M,-0.14%
6/29/2021,126.02,126.77,127,125.44,20.95M,-0.63%
6/30/2021,125.32,125.65,125.8,124.76,24.01M,-0.56%
7/1/2021,126.37,124.85,126.46,124.85,17.12M,0.84%
7/2/2021,128.72,126.84,128.85,126.77,21.17M,1.86%
7/6/2021,129.77,129.45,129.88,128.41,21.35M,0.82%
7/7/2021,130.08,130.34,130.64,129.76,16.68M,0.24%
7/8/2021,129.18,128.25,130.03,128.04,19.78M,-0.69%
7/9/2021,129.57,128.94,129.85,128.94,15.11M,0.30%
7/12/2021,130.56,129.83,130.77,129.6,16.95M,0.76%
7/13/2021,130.99,130.88,132.04,130.64,16.62M,0.33%
7/14/2021,132.08,131.9,133,131.9,17.92M,0.83%
7/15/2021,131.27,132.5,132.59,130.6,16.59M,-0.61%
7/16/2021,131.85,131.64,132.18,130.82,14.86M,0.44%
7/19/2021,129.25,131.16,131.25,128.54,25.71M,-1.97%
7/20/2021,131.1,130,132,129.19,19.08M,1.43%
7/21/2021,132.6,130.79,132.62,130.6,14.74M,1.14%
7/22/2021,133.33,132.65,133.5,132.4,13.61M,0.55%
7/23/2021,137.82,135.26,138.81,134.7,26.38M,3.37%
7/26/2021,139.64,138.25,139.71,137.65,23.05M,1.32%
7/27/2021,136.8,140.01,140.01,135.1,42.16M,-2.03%
7/28/2021,136.38,138.56,139.68,136.35,54.69M,-0.31%
7/29/2021,136.54,136.38,137.15,136.14,19.28M,0.12%
7/30/2021,135.22,135.51,135.77,134.81,23.95M,-0.97%
8/2/2021,135.99,135.48,136.02,134.67,20.14M,0.57%
8/3/2021,136.28,136,136.34,134.18,19.06M,0.21%
8/4/2021,136.03,136.25,136.54,135.41,16.53M,-0.18%
8/5/2021,136.94,136.03,136.95,135.6,11.87M,0.67%
8/6/2021,137.04,136.29,137.08,136.05,13.57M,0.07%
8/9/2021,138,136.95,138.32,136.43,12.38M,0.70%
8/10/2021,138.1,138.08,138.55,137.23,16.04M,0.07%
8/11/2021,137.69,138.28,138.85,137.35,15.21M,-0.30%
8/12/2021,138.39,137.71,138.42,136.78,14.65M,0.51%
8/13/2021,138.41,138.36,138.67,138,12.58M,0.01%
8/16/2021,138.92,138,138.99,136.17,18.05M,0.37%
8/17/2021,137.3,138.19,138.72,136.79,21.27M,-1.17%
8/18/2021,136.57,137.12,138.29,136.42,14.93M,-0.53%
8/19/2021,136.91,135.47,137.45,135.36,18.30M,0.25%
8/20/2021,138.44,137.08,138.61,136.47,15.57M,1.12%
8/23/2021,141.1,139,142.18,138.75,21.09M,1.92%
8/24/2021,142.4,141.54,143.01,141.35,15.13M,0.92%
8/25/2021,142.95,142.88,143.31,142.44,12.84M,0.39%
8/26/2021,142.12,142.62,143.13,142.09,14.92M,-0.58%
8/27/2021,144.55,142.11,145.01,142.02,24.57M,1.71%
8/30/2021,145.47,144.7,146.49,144.6,16.92M,0.64%
8/31/2021,145.46,145.88,146.11,145,26.76M,-0.01%
9/1/2021,145.84,145.65,146.82,145.61,15.82M,0.26%
9/2/2021,144.22,145.95,146.32,144.11,21.86M,-1.11%
9/3/2021,144.78,144.15,145.38,143.5,19.11M,0.39%
9/7/2021,145.52,144.75,145.82,144.54,15.17M,0.51%
9/8/2021,144.88,145.39,145.55,144.2,15.49M,-0.44%
9/9/2021,144.91,144.88,145.67,144.43,14.80M,0.02%
9/10/2021,141.92,145.44,146.02,141.74,32.90M,-2.06%
9/13/2021,143.47,143.2,144.19,142.28,20.18M,1.09%
9/14/2021,143.41,144.16,144.73,142.91,18.92M,-0.04%
9/15/2021,145.21,143.76,145.58,142.26,20.65M,1.26%
9/16/2021,144.37,145.12,145.2,143.42,20.30M,-0.58%
9/17/2021,141.46,143.8,144.25,141.06,60.04M,-2.02%
9/20/2021,139.02,139,139.36,137.05,34.92M,-1.72%
9/21/2021,139.65,140.12,140.81,138.91,18.13M,0.45%
9/22/2021,140.94,140.05,141.58,139.47,22.07M,0.92%
9/23/2021,141.83,141.61,142.25,141.1,17.28M,0.63%
9/24/2021,142.63,140.95,142.9,140.85,14.95M,0.56%
9/27/2021,141.5,141.59,142.5,140.5,18.84M,-0.79%
9/28/2021,136.18,139.09,139.61,135.7,42.19M,-3.76%
9/29/2021,134.52,137.11,137.4,134.25,26.34M,-1.22%
9/30/2021,133.27,134.32,135.59,133,35.36M,-0.93%
10/1/2021,136.46,133.55,137.07,133.38,28.39M,2.39%
10/4/2021,133.76,135.7,135.7,131.17,31.53M,-1.98%
10/5/2021,136.18,134,137.36,134,24.13M,1.81%
10/6/2021,137.35,134.63,137.85,134.49,19.76M,0.86%
10/7/2021,139.19,138.86,140.15,138.56,18.25M,1.34%
10/8/2021,140.06,139.91,140.32,139.43,18.93M,0.63%
10/11/2021,138.85,139.8,140.76,138.81,16.58M,-0.86%
10/12/2021,136.71,139.64,139.69,136.25,22.54M,-1.54%
10/13/2021,137.9,137.75,138.55,136.98,16.39M,0.87%
10/14/2021,141.41,139.95,141.65,139.34,21.44M,2.55%
10/15/2021,141.68,142.2,142.2,141.06,21.25M,0.19%
10/18/2021,142.96,141.21,143,141.21,16.57M,0.90%
10/19/2021,143.82,143.29,144.11,143.1,15.32M,0.60%
10/20/2021,142.41,144.22,144.25,141.91,17.94M,-0.98%
10/21/2021,142.78,142.19,142.85,141.64,14.85M,0.26%
10/22/2021,138.62,140.35,141.56,137.17,30.18M,-2.91%
10/25/2021,138.77,138.81,139.21,136.75,21.08M,0.11%
10/26/2021,139.67,140.61,140.84,139.01,28.26M,0.65%
10/27/2021,146.43,139.9,149.12,139.9,51.85M,4.84%
10/28/2021,146.13,147.3,147.42,144.76,32.42M,-0.20%
10/29/2021,148.27,145.52,148.61,145.17,28.95M,1.46%
11/1/2021,143.77,148.16,148.4,143.58,32.27M,-3.04%
11/2/2021,145.86,144.81,146.92,144.64,21.15M,1.45%
11/3/2021,146.79,146.28,146.91,145.05,17.89M,0.64%
11/4/2021,148.68,147.2,149.95,146.63,24.70M,1.29%
11/5/2021,149.24,149.35,150.57,148.65,20.41M,0.38%
11/8/2021,149.35,150,151.03,149.12,18.39M,0.07%
11/9/2021,149.25,149.75,150.38,147.51,16.88M,-0.07%
11/10/2021,146.63,148.01,148.7,145.32,22.71M,-1.76%
11/11/2021,146.75,147.11,148.5,146.69,12.46M,0.08%
11/12/2021,149.65,147.83,149.86,146.45,17.05M,1.98%
11/15/2021,149.39,150,150.48,148.65,16.25M,-0.17%
11/16/2021,149.08,149.17,149.83,148.35,17.25M,-0.21%
11/17/2021,149.06,149.23,149.63,148.56,15.29M,-0.01%
11/18/2021,150.71,149.15,151.61,149,26.68M,1.11%
11/19/2021,149.95,151,151.85,149.89,19.78M,-0.50%
11/22/2021,147.08,150.14,150.74,147.01,24.63M,-1.91%
11/23/2021,146.76,147.11,147.69,144.89,18.13M,-0.22%
11/24/2021,146.72,146.35,147,145.2,16.46M,-0.03%
11/26/2021,142.81,145.02,145.3,142.49,16.99M,-2.66%
11/29/2021,146.11,144.3,146.86,144.3,26.28M,2.31%
11/30/2021,142.45,145.45,146.63,142.07,41.59M,-2.50%
12/1/2021,141.62,144.21,146.5,141.5,28.55M,-0.58%
12/2/2021,143.78,141.82,144.68,140.98,21.25M,1.53%
12/3/2021,142.52,144.5,145.21,141.15,26.69M,-0.88%
12/6/2021,143.8,143.57,144.35,140.65,22.20M,0.90%
12/7/2021,148.04,145.95,148.3,145.7,23.26M,2.95%
12/8/2021,148.72,148.33,149.16,147.2,18.96M,0.46%
12/9/2021,148.11,148.18,149.6,147.53,18.58M,-0.41%
12/10/2021,148.68,149.1,149.4,147.36,21.64M,0.38%
12/13/2021,146.7,148.44,148.56,146.36,24.10M,-1.33%
12/14/2021,144.97,144.77,145.44,142.24,24.78M,-1.18%
12/15/2021,147.37,144.37,147.52,142.71,27.28M,1.66%
12/16/2021,144.84,148.08,148.55,144.09,27.40M,-1.72%
12/17/2021,142.8,142.71,144.46,141.79,43.40M,-1.41%
12/20/2021,142.4,140.68,142.61,140.25,20.26M,-0.28%
12/21/2021,144.22,143.15,144.69,141.74,19.55M,1.28%
12/22/2021,146.95,144.1,147.3,143.96,18.44M,1.89%
12/23/2021,147.14,147.09,148.57,146.95,13.82M,0.13%
12/27/2021,148.06,147.46,148.43,147.25,13.26M,0.63%
12/28/2021,146.45,148.37,148.37,145.94,18.64M,-1.09%
12/29/2021,146.5,146.43,147.18,145.5,17.02M,0.03%
12/30/2021,146,146.45,147.06,145.76,12.98M,-0.34%
12/31/2021,144.68,145.54,146.37,144.68,17.30M,-0.90%
1/3/2022,145.07,144.48,145.55,143.5,25.22M,0.27%
1/4/2022,144.42,145.55,146.61,143.82,22.93M,-0.45%
1/5/2022,137.65,144.18,144.3,137.52,49.64M,-4.69%
1/6/2022,137.55,137.5,139.69,136.76,29.05M,-0.07%
1/7/2022,137,137.91,138.25,135.79,19.41M,-0.40%
1/10/2022,138.57,135.1,138.64,133.14,34.10M,1.15%
1/11/2022,140.02,138.18,140.33,136.81,23.50M,1.05%
1/12/2022,141.65,141.55,142.81,141.11,23.64M,1.16%
1/13/2022,139.13,141.84,143.19,138.91,26.57M,-1.78%
1/14/2022,139.79,137.5,141.2,137.5,23.83M,0.47%
1/18/2022,136.29,136.6,137.39,135.62,27.40M,-2.50%
1/19/2022,135.65,136.94,138.4,135.5,20.80M,-0.47%
1/20/2022,133.51,136.51,137.91,133.14,21.93M,-1.58%
1/21/2022,130.09,133.01,134.76,130,41.92M,-2.56%
1/24/2022,130.37,126.03,130.78,124.64,55.29M,0.22%
1/25/2022,126.74,128.44,129.34,126.38,36.01M,-2.78%
1/26/2022,129.24,130.59,132.81,127.15,39.63M,1.97%
1/27/2022,129.12,131.36,132.61,128.94,30.29M,-0.09%
1/28/2022,133.29,130,133.37,128.69,30.52M,3.23%
1/31/2022,135.7,134.2,135.84,132.27,34.06M,1.81%
2/1/2022,137.88,137.84,138.2,134.57,51.20M,1.61%
2/2/2022,148.04,151.86,152.1,145.56,89.75M,7.37%
2/3/2022,142.65,145.29,149.12,142.21,56.93M,-3.64%
2/4/2022,143.02,143.02,144.54,139.82,49.22M,0.26%
2/7/2022,138.94,143.71,143.85,138.7,44.61M,-2.85%
2/8/2022,139.21,138.99,139.84,136.87,34.26M,0.19%
2/9/2022,141.45,140.85,142.18,140.38,28.63M,1.61%
2/10/2022,138.6,139.5,141.43,138.05,33.02M,-2.01%
2/11/2022,134.13,138.75,139.28,133.29,38.81M,-3.23%
2/14/2022,135.3,133.37,136.17,133.3,26.79M,0.87%
2/15/2022,136.43,137.47,137.9,135.54,26.58M,0.84%
2/16/2022,137.49,136.43,137.95,134.82,25.61M,0.78%
2/17/2022,132.31,136.15,136.84,132.2,30.97M,-3.77%
2/18/2022,130.47,133.04,133.82,130.31,31.86M,-1.39%
2/22/2022,129.4,129.99,131.9,127.74,38.91M,-0.82%
2/23/2022,127.58,131.08,131.75,127.5,26.43M,-1.41%
2/24/2022,132.67,125,133.04,124.76,43.17M,3.99%
2/25/2022,134.52,133.53,135.39,131.76,26.24M,1.39%
2/28/2022,134.89,133.28,135.64,132.83,29.68M,0.28%
3/1/2022,134.17,134.48,136.11,133.38,24.64M,-0.54%
3/2/2022,134.75,134.61,135.62,133.43,23.97M,0.43%
3/3/2022,134.31,135.98,136.71,133.43,19.78M,-0.33%
3/4/2022,132.12,133.38,134.2,130.41,24.47M,-1.63%
3/7/2022,126.46,131.9,131.9,126.41,39.18M,-4.28%
3/8/2022,127.28,126.25,131.25,125.86,35.25M,0.64%
3/9/2022,133.87,131.4,134.2,130.09,32.26M,5.18%
3/10/2022,132.68,131.46,133.54,131.4,24.27M,-0.88%
3/11/2022,130.48,134,134.2,130.3,26.60M,-1.66%
3/14/2022,126.74,130.57,131.03,126.41,30.25M,-2.86%
3/15/2022,129.66,127.74,130.52,126.57,30.29M,2.30%
3/16/2022,133.69,131,133.77,129.2,32.06M,3.11%
3/17/2022,134.6,133.32,134.74,132.72,23.99M,0.68%
3/18/2022,136.8,133.88,136.91,132.93,45.90M,1.64%
3/21/2022,136.48,136.85,137.58,134.61,26.63M,-0.24%
3/22/2022,140.28,136.5,141.5,136.5,29.78M,2.78%
3/23/2022,138.5,139.14,140.02,138.17,25.30M,-1.26%
3/24/2022,141.31,139.27,141.4,138.04,20.54M,2.03%
3/25/2022,141.52,141.75,141.96,139.7,19.29M,0.15%
3/28/2022,141.95,140.68,141.98,139.83,23.77M,0.30%
3/29/2022,143.25,143.16,144.16,142.48,28.68M,0.92%
3/30/2022,142.64,142.87,143.48,142.17,21.05M,-0.42%
3/31/2022,139.65,142.45,142.64,139.62,29.52M,-2.10%
4/1/2022,140.7,140.01,140.95,138.8,23.48M,0.75%
4/4/2022,143.64,140.82,144.04,140.82,19.08M,2.09%
4/5/2022,141.06,143.4,143.59,140.94,19.26M,-1.80%
4/6/2022,137.18,139.16,139.85,136.42,23.57M,-2.76%
4/7/2022,136.46,136.62,137.7,134.86,19.45M,-0.52%
4/8/2022,134.01,136.25,136.25,133.75,16.43M,-1.80%
4/11/2022,129.8,132.9,132.94,129.62,24.19M,-3.14%
4/12/2022,128.37,132.42,132.42,127.58,23.00M,-1.10%
4/13/2022,130.29,128.63,130.66,128.44,19.54M,1.49%
4/14/2022,127.25,130.65,130.71,127.11,23.48M,-2.33%
4/18/2022,127.96,127.41,128.71,126.58,14.92M,0.56%
4/19/2022,130.53,128.08,130.9,127.45,22.72M,2.01%
4/20/2022,128.25,131.28,131.92,127.89,22.61M,-1.75%
4/21/2022,124.94,129.35,130.31,124.65,30.16M,-2.58%
4/22/2022,119.61,125,125.45,119.14,46.41M,-4.26%
4/25/2022,123.25,119.43,123.28,118.77,34.52M,3.04%
4/26/2022,119.51,122.75,122.75,119.16,49.39M,-3.04%
4/27/2022,115.02,114.37,117.5,113.12,62.24M,-3.75%
4/28/2022,119.41,117.11,120.44,115.14,36.79M,3.82%
4/29/2022,114.97,117.58,118.96,114.69,33.69M,-3.72%
5/2/2022,117.16,113.91,117.34,113.4,30.28M,1.91%
5/3/2022,118.13,116.76,119.3,116.63,21.22M,0.83%
5/4/2022,122.57,118,123.14,115.74,33.23M,3.76%
5/5/2022,116.75,120.22,121.23,115.18,43.09M,-4.76%
5/6/2022,115.66,115.52,117.5,114.14,35.31M,-0.93%
5/9/2022,113.08,113.3,115.56,112.55,34.52M,-2.23%
5/10/2022,114.58,116.04,116.69,113.38,31.16M,1.33%
5/11/2022,113.96,113.71,116.67,113.65,36.50M,-0.54%
5/12/2022,113.16,111.94,114.86,110.11,41.46M,-0.70%
5/13/2022,116.52,114.85,118.08,114,29.74M,2.96%
5/16/2022,114.79,115.38,116.61,114.33,23.28M,-1.48%
5/17/2022,116.7,117.23,117.23,115.34,21.58M,1.66%
5/18/2022,112.4,115.24,115.7,112.14,27.98M,-3.69%
5/19/2022,110.75,111.84,113.59,110.47,29.19M,-1.47%
5/20/2022,109.31,112.09,112.55,106.37,37.59M,-1.29%
5/23/2022,111.67,110.1,112.01,109.15,31.56M,2.15%
5/24/2022,105.93,106.38,106.39,102.21,60.39M,-5.14%
5/25/2022,105.84,105.14,106.54,104.21,37.90M,-0.08%
5/26/2022,108.3,106.05,108.96,105.49,30.29M,2.32%
5/27/2022,112.8,109.79,112.87,109.55,29.92M,4.16%
5/31/2022,114.04,113.08,116.43,112.57,51.30M,1.10%
6/1/2022,114.14,114.93,117.4,113.55,28.63M,0.09%
6/2/2022,117.75,114.19,117.9,113.31,27.50M,3.16%
6/3/2022,114.56,115.99,116.36,113.67,24.95M,-2.70%
6/6/2022,117.01,116.74,119.4,116.53,23.79M,2.14%
6/7/2022,117.23,115.65,117.75,115.13,26.41M,0.19%
6/8/2022,117.24,116.88,118.65,116.7,22.54M,0.01%
6/9/2022,114.92,116.34,118.35,114.87,23.14M,-1.98%
6/10/2022,111.43,112.78,113.5,110.86,31.35M,-3.04%
6/13/2022,106.88,107.45,109.22,106.59,36.76M,-4.08%
6/14/2022,107.19,106.89,108.46,106.35,25.48M,0.30%
6/15/2022,110.39,108.9,112.06,108.12,33.19M,2.98%
6/16/2022,106.64,108.15,109.29,105.79,35.31M,-3.40%
6/17/2022,107.87,106.54,109.25,105.63,43.52M,1.15%
6/21/2022,112.01,109.7,112.67,109.29,39.01M,3.85%
6/22/2022,112.03,111.16,113.77,110.72,23.92M,0.02%
6/23/2022,112.68,112.95,113.2,111.03,24.71M,0.58%
6/24/2022,118.54,113.6,118.64,113.6,39.12M,5.19%
6/27/2022,116.62,118.93,119.25,116,32.84M,-1.62%
6/28/2022,112.57,116.35,117.86,112.44,28.32M,-3.47%
6/29/2022,112.26,112.15,113.66,111.55,18.63M,-0.28%
6/30/2022,109.37,110.5,111.33,107.31,38.05M,-2.57%
7/1/2022,109.08,108.34,109.81,107.11,31.03M,-0.27%
7/5/2022,113.89,107.51,114.05,106.25,36.43M,4.41%
7/6/2022,115.21,114.09,116.35,112.25,28.85M,1.16%
7/7/2022,119.31,116.01,119.86,115.53,32.18M,3.55%
7/8/2022,120.17,117.55,120.43,117.51,29.08M,0.72%
7/11/2022,116.52,118.65,118.79,116.23,26.83M,-3.03%
7/12/2022,114.85,116.84,117.85,114.62,24.97M,-1.44%
7/13/2022,112.19,112.64,115.16,111.82,38.96M,-2.32%
7/14/2022,111.44,110.83,111.99,109.33,32.37M,-0.67%
7/15/2022,112.77,112.96,114,111.82,34.33M,1.19%
7/18/2022,109.91,113.44,114.8,109.3,33.35M,-2.53%
7/19/2022,114.62,111.73,114.81,110.5,30.99M,4.29%
7/20/2022,114.7,114.06,116.33,113.26,26.78M,0.07%
7/21/2022,115.04,115.09,115.21,111.91,27.27M,0.30%
7/22/2022,108.36,111.81,113.18,107.6,44.46M,-5.81%
7/25/2022,108.21,108.88,110.58,107.01,28.29M,-0.14%
7/26/2022,105.44,107.43,107.74,104.76,36.63M,-2.56%
7/27/2022,113.6,109.6,114.4,108.42,41.47M,7.74%
7/28/2022,114.59,112.8,114.7,111.85,23.30M,0.87%
7/29/2022,116.64,113.4,116.9,113.23,31.34M,1.79%
8/1/2022,115.48,115.53,117.12,114.69,22.86M,-0.99%
8/2/2022,115.9,114.43,117.08,114.26,17.91M,0.36%
8/3/2022,118.78,116.34,119.42,116.15,25.30M,2.48%
8/4/2022,118.87,118.3,119.5,117.71,15.76M,0.08%
8/5/2022,118.22,116.93,118.86,116.71,15.62M,-0.55%
8/8/2022,118.14,119.12,120.86,117.83,17.06M,-0.07%
8/9/2022,117.5,117.99,118.2,116.56,15.42M,-0.54%
8/10/2022,120.65,119.59,121.78,119.36,20.50M,2.68%
8/11/2022,119.82,122.08,122.34,119.55,16.67M,-0.69%
8/12/2022,122.65,121.16,122.65,120.4,16.12M,2.36%
8/15/2022,122.88,122.21,123.26,121.57,15.52M,0.19%
8/16/2022,122.51,122.32,123.23,121.54,15.63M,-0.30%
8/17/2022,120.32,120.93,122.15,120.2,17.59M,-1.79%
8/18/2022,120.86,120.23,121.69,119.55,15.65M,0.45%
8/19/2022,118.12,119.87,120,117.67,20.19M,-2.27%
8/22/2022,115.07,116.1,116.5,114.67,19.32M,-2.58%
8/23/2022,114.77,114.32,115.93,114.3,14.39M,-0.26%
8/24/2022,114.7,114.45,115.72,113.78,16.05M,-0.06%
8/25/2022,117.7,115.15,117.78,115.05,14.87M,2.62%
8/26/2022,111.3,115.81,116.6,111.22,31.70M,-5.44%
8/29/2022,110.34,110.78,111.96,109.81,20.39M,-0.86%
8/30/2022,109.91,111.03,111.37,108.8,20.55M,-0.39%
8/31/2022,109.15,111.63,111.77,109.05,25.90M,-0.69%
9/1/2022,110.55,109.2,111.22,108.19,22.78M,1.28%
9/2/2022,108.68,111.34,111.68,108.13,20.62M,-1.69%
9/6/2022,107.48,108.14,108.88,106.51,20.57M,-1.10%
9/7/2022,110.48,107.76,110.99,107.61,22.99M,2.79%
9/8/2022,109.42,109.18,110.58,108.06,21.66M,-0.96%
9/9/2022,111.78,110.05,112,110,21.75M,2.16%
9/12/2022,111.87,111.99,112.64,110.93,19.73M,0.08%
9/13/2022,105.31,108.89,109.37,105,33.01M,-5.86%
