Date,Price,Open,High,Low,Vol.,Change %
3/12/2024,139.62,138.25,140.28,138.21,19.02M,0.49%
3/13/2024,140.77,140.06,142.19,140.01,19.64M,0.82%
3/14/2024,144.34,142.3,144.73,141.49,36.12M,2.54%
3/15/2024,142.17,143.41,144.34,141.13,41.04M,-1.50%
3/18/2024,148.48,149.37,152.93,148.14,47.68M,4.44%
3/19/2024,147.92,148.98,149.62,147.01,17.75M,-0.38%
3/20/2024,149.68,148.79,149.76,147.66,17.73M,1.19%
3/21/2024,148.74,150.32,151.3,148.01,19.84M,-0.63%
3/22/2024,151.77,150.24,152.56,150.09,19.25M,2.04%
3/25/2024,151.15,150.95,151.46,148.8,15.11M,-0.41%
3/26/2024,151.7,151.24,153.2,151.03,19.31M,0.36%
3/27/2024,151.94,152.15,152.69,150.13,16.62M,0.16%
3/28/2024,152.26,152,152.67,151.33,21.11M,0.21%
4/1/2024,156.5,151.83,157,151.65,24.47M,2.78%
4/2/2024,155.87,154.75,155.99,153.46,17.60M,-0.40%
4/3/2024,156.37,154.92,156.55,154.13,17.27M,0.32%
4/4/2024,151.94,155.08,156.18,151.88,24.18M,-2.83%
4/5/2024,153.94,151.68,154.84,151.08,16.30M,1.32%
4/8/2024,156.14,154.01,156.65,153.99,16.64M,1.43%
4/9/2024,158.14,157.35,159.89,156.64,21.54M,1.28%
4/10/2024,157.66,157.88,158.16,156.2,16.34M,-0.30%
4/11/2024,160.79,158.34,161.12,157.93,17.84M,1.99%
4/12/2024,159.19,159.4,161.7,158.6,16.99M,-1.00%
4/15/2024,156.33,160.28,160.83,156.15,21.14M,-1.80%
4/16/2024,156,155.64,157.23,155.05,15.41M,-0.21%
4/17/2024,156.88,157.19,158.68,156.13,16.24M,0.56%
4/18/2024,157.46,156.93,158.49,156.21,14.02M,0.37%
4/19/2024,155.72,157.75,157.99,153.91,21.48M,-1.11%
4/22/2024,157.95,156.01,159.18,155.66,17.24M,1.43%
4/23/2024,159.92,158.59,160.48,157.96,16.12M,1.25%
4/24/2024,161.1,159.09,161.39,158.82,19.49M,0.74%
4/25/2024,157.95,153.36,158.28,152.77,36.20M,-1.96%
4/26/2024,173.69,175.99,176.42,171.4,56.50M,9.97%
4/29/2024,167.9,170.77,171.38,167.06,35.91M,-3.33%
4/30/2024,164.64,167.38,169.87,164.5,29.42M,-1.94%
5/1/2024,165.57,166.18,168.81,164.9,25.22M,0.56%
5/2/2024,168.46,166.67,168.53,165.69,17.04M,1.75%
5/3/2024,168.99,169.54,169.85,164.98,22.77M,0.31%
5/6/2024,169.83,169.22,169.9,167.89,15.15M,0.50%
5/7/2024,172.98,170.12,173.47,170,21.10M,1.85%
5/8/2024,171.16,170.75,171.91,170.52,14.57M,-1.05%
5/9/2024,171.58,171.15,172.44,169.93,11.94M,0.25%
5/10/2024,170.29,169.69,171.34,167.91,18.74M,-0.75%
5/13/2024,170.9,165.85,170.95,165.76,19.65M,0.36%
5/14/2024,171.93,171.59,172.78,170.42,18.73M,0.60%
5/15/2024,173.88,172.3,174.05,172.03,20.96M,1.13%
5/16/2024,175.43,174.6,176.34,174.05,17.25M,0.89%
5/17/2024,177.29,175.55,177.49,174.98,16.55M,1.06%
5/20/2024,178.46,177.31,179.95,177.23,17.50M,0.66%
5/21/2024,179.54,178.4,179.82,177.31,14.71M,0.61%
5/22/2024,178,178.4,178.85,176.78,16.19M,-0.86%
5/23/2024,175.06,178.78,179.91,174.54,14.93M,-1.65%
5/24/2024,176.33,176.52,177.3,175.2,11.40M,0.73%
5/28/2024,178.02,175.74,178.51,175.68,15.66M,0.96%
5/29/2024,177.4,176.81,178.23,176.26,15.02M,-0.35%
5/30/2024,173.56,176.69,176.69,173.23,18.84M,-2.16%
5/31/2024,173.96,173.4,174.42,170.97,28.09M,0.23%
6/3/2024,174.42,173.88,175.86,172.45,20.74M,0.26%
6/4/2024,175.13,174.45,175.19,173.22,14.07M,0.41%
6/5/2024,177.07,176.54,177.97,175.29,15.23M,1.11%
6/6/2024,178.35,177.43,178.71,177.21,14.26M,0.72%
6/7/2024,175.95,178.46,179.42,175.79,14.72M,-1.35%
6/10/2024,176.63,176.45,178.47,174.38,17.12M,0.39%
6/11/2024,178.19,177.72,178.39,175.44,14.40M,0.88%
6/12/2024,179.56,179.75,182.08,177.78,18.60M,0.77%
6/13/2024,176.74,177.84,178.51,176.66,15.96M,-1.57%
6/14/2024,178.37,175.85,178.73,175.85,12.36M,0.92%
6/17/2024,178.78,176.98,179.92,176.49,15.27M,0.23%
6/18/2024,176.45,178.79,178.91,175.62,15.64M,-1.30%
6/20/2024,177.71,176.71,178.74,176.46,16.75M,0.71%
6/21/2024,180.26,178.49,182.51,178.06,59.73M,1.43%
6/24/2024,180.79,181.28,182.08,180.23,18.20M,0.29%
6/25/2024,185.58,181.15,185.75,181.1,18.92M,2.65%
6/26/2024,185.37,184.2,185.93,183.99,13.38M,-0.11%
6/27/2024,186.86,185.65,187.5,185.45,13.03M,0.80%
6/28/2024,183.42,185.72,186.58,183.32,23.03M,-1.84%
7/1/2024,184.49,184.48,185.34,182.73,11.82M,0.58%
7/2/2024,186.61,183.47,186.95,183.06,12.56M,1.15%
7/3/2024,187.39,186.3,187.62,185.38,7.41M,0.42%
7/5/2024,191.96,187.32,192.26,187.32,14.30M,2.44%
7/8/2024,190.48,191.37,191.68,189.32,12.10M,-0.77%
7/9/2024,190.44,191.75,192.86,190.23,10.22M,-0.02%
7/10/2024,192.66,190.75,193.31,190.62,12.05M,1.17%
7/11/2024,187.3,191.34,192.41,186.82,16.45M,-2.78%
7/12/2024,186.78,186.92,188.69,186.14,14.45M,-0.28%
7/15/2024,188.19,186.49,189.9,186.49,12.19M,0.75%
7/16/2024,185.5,188.96,190.34,185.12,12.76M,-1.43%
7/17/2024,182.62,184.68,185.23,181.62,17.38M,-1.55%
7/18/2024,179.22,183.54,184.05,178.21,17.88M,-1.86%
7/19/2024,179.39,180.37,181.97,178.86,14.49M,0.09%
7/22/2024,183.35,182.35,184.3,181.9,16.30M,2.21%
7/23/2024,183.6,183.84,185.22,183.33,23.77M,0.14%
7/24/2024,174.37,175.39,177.95,173.57,31.25M,-5.03%
7/25/2024,169.16,174.25,175.2,169.05,28.97M,-2.99%
7/26/2024,168.68,168.77,169.84,165.87,25.15M,-0.28%
7/29/2024,171.13,170.5,172.16,169.72,13.77M,1.45%
7/30/2024,171.86,171.83,172.95,170.12,13.68M,0.43%
7/31/2024,173.15,174.92,175.91,171.72,15.65M,0.75%
8/1/2024,172.45,171.98,175.68,170.51,17.18M,-0.40%
8/2/2024,168.4,168.19,170.21,166.39,18.91M,-2.35%
8/5/2024,160.64,157.37,165.94,156.6,34.91M,-4.61%
8/6/2024,160.54,160.95,162.35,158.13,36.15M,-0.06%
8/7/2024,160.75,163.24,164.79,160.24,19.33M,0.13%
8/8/2024,163.84,162.34,165.5,162.03,15.73M,1.92%
8/9/2024,165.39,161.65,165.52,160.93,13.55M,0.95%
8/12/2024,163.95,165.99,166.7,163.55,12.43M,-0.87%
8/13/2024,165.93,165.18,166.54,164.77,12.72M,1.21%
8/14/2024,162.03,164.21,164.96,159.53,22.52M,-2.35%
8/15/2024,163.17,162.21,163.52,161.49,18.39M,0.70%
8/16/2024,164.74,163.41,166.95,163.08,16.85M,0.96%
8/19/2024,168.4,167,168.47,166.09,13.10M,2.22%
8/20/2024,168.96,168.74,170.41,168.66,12.62M,0.33%
8/21/2024,167.63,166.99,168.64,166.57,15.27M,-0.79%
8/22/2024,165.49,169.04,169.42,165.03,19.12M,-1.28%
8/23/2024,167.43,166.55,167.95,165.66,14.28M,1.17%
8/26/2024,167.93,168.15,169.38,166.32,11.99M,0.30%
8/27/2024,166.38,167.61,168.24,166.16,13.72M,-0.92%
8/28/2024,164.5,166.78,167.39,163.28,15.21M,-1.13%
8/29/2024,163.4,166.06,167.63,161.98,17.13M,-0.67%
8/30/2024,165.11,164.22,165.28,163.41,18.50M,1.05%
9/3/2024,158.61,163.32,163.38,157.85,26.53M,-3.94%
9/4/2024,157.81,158.07,160.4,157.44,17.41M,-0.50%
9/5/2024,158.6,157.78,161.01,157.52,14.14M,0.50%
9/6/2024,152.13,158.69,159.22,151.93,25.00M,-4.08%
9/9/2024,149.54,153.63,154.64,148.2,28.06M,-1.70%
9/10/2024,150.01,151.45,152.3,149.54,20.40M,0.31%
9/11/2024,152.15,151.09,152.48,148.7,18.99M,1.43%
9/12/2024,155.54,154.81,155.61,153.5,21.02M,2.23%
9/13/2024,158.37,156.36,159.27,156.11,16.73M,1.82%
9/16/2024,158.99,158.33,159.24,157.61,14.16M,0.39%
9/17/2024,160.28,160.09,161.59,159.41,12.06M,0.81%
9/18/2024,160.81,160.85,161.63,159.66,16.76M,0.33%
9/19/2024,163.24,164.82,164.99,162.52,17.55M,1.51%
9/20/2024,164.64,164.52,164.75,163.18,46.36M,0.86%
9/23/2024,163.07,165.34,166.61,162.95,15.65M,-0.95%
9/24/2024,163.64,164.25,164.55,162.03,18.77M,0.35%
9/25/2024,162.99,162.97,164.22,162.77,13.61M,-0.40%
9/26/2024,163.83,165.03,165.5,163.5,18.23M,0.52%
9/27/2024,165.29,163.91,166.97,163.83,13.60M,0.89%
9/30/2024,167.19,164.78,167.36,164.64,14.08M,1.15%
10/1/2024,168.42,168.86,170.44,165.9,18.63M,0.74%
10/2/2024,167.31,167.76,168.88,166.25,12.74M,-0.66%
10/3/2024,167.21,165.82,167.91,165.37,11.00M,-0.06%
10/4/2024,168.56,169.34,169.55,166.96,11.44M,0.81%
10/7/2024,164.39,169.14,169.9,164.13,14.03M,-2.47%
10/8/2024,165.7,165.43,166.1,164.31,11.72M,0.80%
10/9/2024,163.06,164.85,166.26,161.12,19.67M,-1.59%
10/10/2024,163.18,162.11,164.31,161.64,12.90M,0.07%
10/11/2024,164.52,163.33,165.27,162.5,10.95M,0.82%
10/14/2024,166.35,164.91,167.62,164.78,9.98M,1.11%
10/15/2024,166.9,167.14,169.09,166.05,14.83M,0.33%
10/16/2024,166.74,166.03,167.28,165.22,9.97M,-0.10%
10/17/2024,164.51,167.38,167.93,164.37,15.11M,-1.34%
10/18/2024,165.05,164.87,166.37,164.75,13.09M,0.33%
10/21/2024,165.8,164.58,166.22,164.3,11.38M,0.45%
10/22/2024,166.82,164.7,167.47,164.67,11.96M,0.62%
10/23/2024,164.48,166.43,167.6,163.63,12.75M,-1.40%
10/24/2024,164.53,164.59,165.05,162.77,12.76M,0.03%
10/25/2024,166.99,165.37,167.4,165.23,14.57M,1.50%
10/28/2024,168.34,170.59,170.61,165.79,20.86M,0.81%
10/29/2024,171.14,169.38,171.86,168.66,28.92M,1.66%
10/30/2024,176.14,182.41,183.79,175.75,49.70M,2.92%
10/31/2024,172.69,174.72,178.42,172.56,32.80M,-1.96%
11/1/2024,172.65,171.54,173.82,170.31,21.75M,-0.02%
11/4/2024,170.68,171.24,171.92,169.49,16.19M,-1.14%
11/5/2024,171.41,170.83,172.1,170.37,12.52M,0.43%
11/6/2024,178.33,175.35,178.64,175.04,27.06M,4.04%
11/7/2024,182.28,179.11,182.58,178.89,16.73M,2.21%
11/8/2024,179.86,182,182.35,179.57,15.02M,-1.33%
11/11/2024,181.97,180.07,182.09,179.99,12.50M,1.17%
11/12/2024,183.32,181.38,184.02,180.99,14.07M,0.74%
11/13/2024,180.49,182.15,182.62,180.12,13.97M,-1.54%
11/14/2024,177.35,179.75,180.45,176.03,17.93M,-1.74%
11/15/2024,173.89,175.64,175.88,172.74,21.71M,-1.95%
11/18/2024,176.8,174.96,176.91,174.42,18.73M,1.67%
11/19/2024,179.58,175.24,180.17,175.12,15.39M,1.57%
11/20/2024,177.33,178.83,179.11,175.33,15.73M,-1.25%
11/21/2024,169.24,175.46,175.58,165.31,38.84M,-4.56%
11/22/2024,166.57,167.16,168.26,165.71,24.50M,-1.58%
11/25/2024,169.43,167.99,170.46,167.4,21.40M,1.72%
11/26/2024,170.62,169.49,171.49,169.43,14.94M,0.70%
11/27/2024,170.82,170.68,171.14,169.67,12.43M,0.12%
11/29/2024,170.49,170.06,170.87,168.75,9.25M,-0.19%
12/2/2024,172.98,170.32,173.6,170.27,16.59M,1.46%
12/3/2024,173.02,173.12,174.32,172.51,15.72M,0.02%
12/4/2024,176.09,172.78,176.43,172.75,18.24M,1.77%
12/5/2024,174.31,177.32,177.71,174.01,16.15M,-1.01%
12/6/2024,176.49,173.88,176.84,173.55,13.32M,1.25%
12/9/2024,177.1,175.71,178.04,175.4,19.89M,0.35%
12/10/2024,186.53,184.54,188.03,182.67,34.32M,5.32%
12/11/2024,196.71,186.7,196.89,186.26,41.66M,5.46%
12/12/2024,193.63,196.3,196.71,193.28,25.20M,-1.57%
12/13/2024,191.38,192.71,194.34,191.26,18.88M,-1.16%
12/16/2024,198.16,194.37,200.64,194.11,32.25M,3.54%
12/17/2024,197.12,198.53,202.88,196.69,24.13M,-0.52%
12/18/2024,190.15,196.83,198.69,189.28,27.64M,-3.54%
12/19/2024,189.7,193.28,194.6,189.52,26.98M,-0.24%
12/20/2024,192.96,187.01,194.14,186.37,45.32M,1.72%
12/23/2024,195.99,194.03,196.49,191.63,15.24M,1.57%
12/24/2024,197.57,196.17,197.67,195.2,6.81M,0.81%
12/26/2024,197.1,196.74,198.16,195.87,7.92M,-0.24%
12/27/2024,194.04,196.47,196.8,191.97,14.69M,-1.55%
12/30/2024,192.69,190.87,193.78,190.36,12.21M,-0.70%
12/31/2024,190.44,192.45,193.25,189.58,14.36M,-1.17%
1/2/2025,190.63,191.49,193.2,188.71,17.55M,0.10%
1/3/2025,193.13,192.73,194.5,191.35,12.87M,1.31%
1/6/2025,197.96,195.15,199.56,195.06,19.48M,2.50%
1/7/2025,196.71,198.27,202.14,195.94,16.97M,-0.63%
1/8/2025,195.39,193.95,197.64,193.75,14.34M,-0.67%
1/10/2025,193.17,195.42,197.62,191.6,20.75M,-1.14%
1/13/2025,192.29,191.35,192.49,188.66,13.17M,-0.46%
1/14/2025,191.05,192.5,193.27,189.64,13.65M,-0.64%
1/15/2025,196.98,194.35,197.8,193.33,12.89M,3.10%
1/16/2025,194.41,195.82,196.98,194.3,13.45M,-1.30%
1/17/2025,197.55,198.05,198.81,195.31,22.11M,1.62%
1/21/2025,199.63,200.51,203.84,199.44,19.01M,1.05%
1/22/2025,200.03,200.55,202.12,199.2,15.48M,0.20%
1/23/2025,199.58,199.98,201.94,196.82,15.17M,-0.22%
1/24/2025,201.9,199.85,202.57,199.78,12.73M,1.16%
1/27/2025,193.77,194.19,198.67,192.7,24.97M,-4.03%
1/28/2025,197.07,194.65,197.23,192.61,15.94M,1.70%
1/29/2025,197.18,197.37,198.46,195.19,12.29M,0.06%
1/30/2025,202.63,199.76,203.24,199.47,14.57M,2.76%
1/31/2025,205.6,203.71,207.08,203.58,17.09M,1.47%
2/3/2025,202.64,202.21,205.22,201.66,16.72M,-1.44%
2/4/2025,207.71,204.5,208.7,204.26,28.29M,2.50%
2/5/2025,193.3,193.1,194.55,189.91,43.72M,-6.94%
2/6/2025,193.31,190.99,193.83,190.49,20.82M,0.01%
2/7/2025,187.14,192.74,193.01,185.1,29.57M,-3.19%
2/10/2025,188.2,189.06,189.99,187.61,16.61M,0.57%
2/11/2025,187.07,186.84,188.8,186.08,13.03M,-0.60%
2/12/2025,185.43,185.23,186.83,183.63,17.63M,-0.88%
2/13/2025,187.88,185.93,187.99,184.88,12.73M,1.32%
2/14/2025,186.87,186.83,188.15,186.11,12.71M,-0.54%
2/18/2025,185.8,187.44,187.78,183.58,19.80M,-0.57%
2/19/2025,187.13,186.18,187.36,185.5,13.12M,0.72%
2/20/2025,186.64,186.5,187.12,184.6,12.06M,-0.26%
2/21/2025,181.58,187.29,187.47,181.13,19.52M,-2.71%
2/24/2025,181.19,183.8,185.09,180.88,18.73M,-0.21%
2/25/2025,177.37,180.15,180.76,176.77,20.83M,-2.11%
2/26/2025,174.7,176.95,178.08,173.59,23.69M,-1.51%
2/27/2025,170.21,175.94,176.59,169.75,25.93M,-2.57%
2/28/2025,172.22,170.3,172.5,168.39,30.05M,1.18%
3/3/2025,168.66,173.73,175,167.64,24.12M,-2.07%
3/4/2025,172.61,167.94,175.16,167.54,30.71M,2.34%
3/5/2025,174.99,172.32,175.75,170.93,18.85M,1.38%
3/6/2025,174.21,172.55,176.73,172.51,19.08M,-0.45%
3/7/2025,175.75,173.24,176.9,172.25,16.40M,0.88%
3/10/2025,167.81,170.16,170.45,165.57,28.99M,-4.52%
3/11/2025,165.98,166.68,168.65,163.24,23.71M,-1.09%
3/12/2025,169,168.47,169.53,165.48,19.88M,1.82%
3/13/2025,164.73,167.98,168.12,164.07,15.21M,-2.53%
3/14/2025,167.62,165.32,168.25,164.51,18.61M,1.75%
3/17/2025,166.57,167.32,168.46,165.81,17.84M,-0.63%
3/18/2025,162.67,165.96,166.44,158.8,24.62M,-2.34%
3/19/2025,166.28,163.91,168.13,163.05,24.96M,2.22%
3/20/2025,165.05,163.82,167.03,163.14,19.98M,-0.74%
3/21/2025,166.25,163.38,166.47,163.03,29.88M,0.73%
3/24/2025,169.93,169.26,170.5,167.44,18.74M,2.21%
3/25/2025,172.79,171.18,172.91,170.55,13.84M,1.68%
3/26/2025,167.14,171.3,171.94,166.86,22.55M,-3.27%
3/27/2025,164.08,166.71,167.44,163.85,21.57M,-1.83%
3/28/2025,156.06,162.36,163.81,155.34,34.87M,-4.89%
3/31/2025,156.23,154.81,157.13,152.21,33.59M,0.11%
4/1/2025,158.88,155.3,160.08,155.26,20.11M,1.70%
4/2/2025,158.86,156.96,160.27,156.53,17.11M,-0.01%
4/3/2025,152.63,152.84,154.69,152.18,28.42M,-3.92%
4/4/2025,147.74,149.9,153.09,147.54,39.83M,-3.20%
4/7/2025,149.24,143.39,154.93,142.66,47.82M,1.02%
4/8/2025,146.58,153.57,154.44,145.21,35.30M,-1.78%
4/9/2025,161.06,146.33,161.87,145.81,46.48M,9.88%
4/10/2025,155.37,158.76,160.03,152.2,35.27M,-3.53%
4/11/2025,159.4,155.59,159.86,155.59,22.58M,2.59%
4/14/2025,161.47,162.31,164.03,159.92,18.26M,1.30%
4/15/2025,158.68,161.57,162.05,157.65,15.69M,-1.73%
4/16/2025,155.5,155.47,158.18,153.91,16.92M,-2.00%
4/17/2025,153.36,156.61,157.07,150.9,19.51M,-1.38%
4/21/2025,149.86,150.96,151.06,148.4,16.15M,-2.28%
4/22/2025,153.9,151.07,154.61,150.87,15.91M,2.70%
4/23/2025,157.72,157.91,160.02,156.35,18.58M,2.48%
4/24/2025,161.47,158.52,161.71,158.09,30.79M,2.38%
4/25/2025,163.85,167.1,168.24,163,35.15M,1.47%
4/28/2025,162.42,164.26,164.95,160.38,20.87M,-0.87%
4/29/2025,162.06,162.04,162.68,159.39,15.96M,-0.22%
4/30/2025,160.89,159.86,161.37,157.15,20.64M,-0.72%
5/1/2025,162.79,162.52,163.94,160.93,21.90M,1.18%
5/2/2025,165.81,164.96,166.7,163.66,16.84M,1.86%
5/5/2025,166.05,164.51,167.1,164.47,15.31M,0.14%
5/6/2025,165.2,163.96,166.74,163.13,10.69M,-0.51%
5/7/2025,152.8,166.07,166.99,149.49,78.90M,-7.51%
5/8/2025,155.75,155.92,157.41,154.1,38.39M,1.93%
5/9/2025,154.38,155.55,156.43,153.83,22.87M,-0.88%
5/12/2025,159.58,159.1,160.44,157.89,31.88M,3.37%
5/13/2025,160.89,159.92,162.06,157.58,24.94M,0.82%
5/14/2025,166.81,161.31,168.34,160.93,31.77M,3.68%
5/15/2025,165.4,167.14,167.51,163.84,22.72M,-0.85%
5/16/2025,167.43,168.93,170.65,166.95,36.27M,1.23%
5/19/2025,167.87,165.71,167.95,165.41,21.37M,0.26%
5/20/2025,165.32,167.76,169.68,164.26,33.56M,-1.52%
5/21/2025,170.06,164.95,174.53,164.89,45.57M,2.87%
5/22/2025,171.98,173.35,178.13,171.88,45.02M,1.13%
5/23/2025,169.59,170.28,171.21,169.26,24.96M,-1.39%
5/27/2025,173.98,171.3,174.29,171.21,24.34M,2.59%
